"id","nome","uf","codigo","estado"
1100015,Alta Floresta DOeste,RO,11,Rondônia
1100023,Ariquemes,RO,11,Rondônia
1100031,Cabixi,RO,11,Rondônia
1100049,Cacoal,RO,11,Rondônia
1100056,Cerejeiras,RO,11,Rondônia
1100064,Colorado do Oeste,RO,11,Rondônia
1100072,Corumbiara,RO,11,Rondônia
1100080,Costa Marques,RO,11,Rondônia
1100098,Espigão DOeste,RO,11,Rondônia
